epoch,train_loss,train_mse,train_psnr,train_ssim,train_consistency,val_loss,val_mse,val_psnr,val_ssim,val_consistency,mean_frame_mse,mean_frame_psnr,mean_frame_ssim,epoch_seconds,lr
1,0.10333913118585088,0.02015815617664652,16.95549194395605,0.43284817111482776,0.03586519727912782,0.09561014054518825,0.016534642256655782,17.816051970394266,0.4451814368086041,0.00017516992542506108,0.012028869403139601,19.197751902039776,0.457004030245655,21.662542993202806,0.0003
2,0.09354381406288462,0.014263564198300606,18.457719388431194,0.44730695854670227,0.020439947941388134,0.08949747796890871,0.012235330298261822,19.123843021784552,0.4557155379709208,7.764038551304454e-05,0.012028869403139601,19.197751902039776,0.457004030245655,13.563908224925399,0.0003
3,0.0910582862894053,0.01284595268150538,18.91233682057163,0.45230191845203555,0.013955323046101161,0.08911874842531277,0.012102435849044683,19.171272107304308,0.4569896376357888,7.01839428829943e-05,0.012028869403139601,19.197751902039776,0.457004030245655,13.571995459496975,0.0003
4,0.09057665476172483,0.01273156704643432,18.95118138550999,0.45441673798039617,0.009904755397394218,0.08907801688842054,0.012083766503997569,19.177976752396326,0.4574104381057451,7.846201834530253e-05,0.012028869403139601,19.197751902039776,0.457004030245655,13.579667590558529,0.0003
5,0.09034803102890587,0.012696288431533718,18.96323219933058,0.4556695183696567,0.007980663774507216,0.0889461323056581,0.012056971657669769,19.18761759983392,0.45785932495908915,0.00010148273324615867,0.012028869403139601,19.197751902039776,0.457004030245655,13.553854547441006,0.0003
6,0.09010575731657886,0.012622557390689335,18.988526460313253,0.4567612369026751,0.00653778532018737,0.08886508899477293,0.01206833505827301,19.18352640828912,0.4587211714600617,0.00013635284797275298,0.012028869403139601,19.197751902039776,0.457004030245655,13.499492403119802,0.0003
7,0.09012000213496615,0.012674135558254413,18.970816521194877,0.4568602204275919,0.005554971654469295,0.08894482685147591,0.012062625537784595,19.185581538484897,0.4577779322300317,7.28397024054089e-05,0.012028869403139601,19.197751902039776,0.457004030245655,13.552673052996397,0.0003
8,0.08995272365144441,0.012608207574657903,18.993466498080075,0.45758881449793193,0.004543106562958445,0.08876132593964631,0.012023609802829769,19.19965126169283,0.4592072432895876,8.49702777280604e-05,0.012028869403139601,19.197751902039776,0.457004030245655,13.534948650747538,0.0003
9,0.08878755252910916,0.012297215444320867,19.101932181600564,0.46524343152481396,0.0060203904494860105,0.08921689661043995,0.012147510445342874,19.15512718825745,0.45567475264927126,0.00012109101215105082,0.012028869403139601,19.197751902039776,0.457004030245655,13.521096585318446,0.0003
10,0.08803962591968119,0.012118861962177216,19.16538161254898,0.47018873147566803,0.006665833717919916,0.08706584137003377,0.011676887071357583,19.32672919888039,0.4710116444893603,0.00019838528461613744,0.012028869403139601,19.197751902039776,0.457004030245655,13.471042569726706,0.0003
11,0.08674977406753882,0.011873696662520772,19.254140501948786,0.4787805606585427,0.005471038163136207,0.086909685297957,0.011707573932296825,19.315330910058726,0.4719968282951499,0.00020772770831343842,0.012028869403139601,19.197751902039776,0.457004030245655,13.486360151320696,0.0003
12,0.08560563310289082,0.011677954933605355,19.326332050672868,0.4864617644286737,0.00530750238146841,0.08900161683559418,0.012186534780095208,19.14119767706022,0.45768038371823866,0.00020151969159619426,0.012028869403139601,19.197751902039776,0.457004030245655,13.511636978015304,0.0003
13,0.08533601551943178,0.011664052426457452,19.33150536996779,0.48860941957433235,0.004562057736626497,0.08565418697753042,0.011492903727405477,19.39570231236151,0.4808753994275939,0.0002929365323891617,0.012028869403139601,19.197751902039776,0.457004030245655,13.553529212251306,0.0003
