epoch,train_loss,train_mse,train_psnr,train_ssim,train_consistency,val_loss,val_mse,val_psnr,val_ssim,val_consistency,mean_frame_mse,mean_frame_psnr,mean_frame_ssim,epoch_seconds,lr
1,0.08304658610487745,0.02421518629053844,16.15912185521358,0.4198893686722873,0.02400020334339527,0.07227459180134314,0.01495695018933879,18.25156952659402,0.4360063970088959,8.703580244055383e-05,0.010784175398725051,19.672130571886747,0.45051519053953665,42.12806621193886,0.0003
2,0.07036436247421814,0.013913456584187333,18.565649628223763,0.4476523555185731,0.01011542858141288,0.06799421282830062,0.011360732472881123,19.44593666981047,0.44531103902392916,0.0001279277788944034,0.010784175398725051,19.672130571886747,0.45051519053953665,20.242842309176922,0.0003
3,0.06766978389160377,0.012733179013742504,18.950631552021584,0.4632116092333393,0.008847771450953196,0.0671426686975691,0.011025014885321812,19.576208155010526,0.45058231000547055,0.00010744977762852968,0.010784175398725051,19.672130571886747,0.45051519053953665,22.140820860862732,0.0003
4,0.06688876686071557,0.012558064341892007,19.010772961417352,0.4687395845287731,0.006330127697187083,0.06677939378552966,0.010797553778522545,19.666746242188825,0.4520468963517083,0.0002020610386588723,0.010784175398725051,19.672130571886747,0.45051519053953665,22.292338214814663,0.0003
5,0.06657377993354241,0.012439743877811688,19.051885612527684,0.4707090967602047,0.006145596560241819,0.06723447971873814,0.011089210867605828,19.55099358092336,0.4503563134758561,0.00020438337295571626,0.010784175398725051,19.672130571886747,0.45051519053953665,22.215216733515263,0.0003
6,0.06661775176543201,0.012555523530202263,19.011651737087156,0.47093989084036975,0.004768326331885922,0.0673610203244068,0.011364524466571985,19.444487320344347,0.4515570397730227,0.0001007346434233922,0.010784175398725051,19.672130571886747,0.45051519053953665,22.159077040851116,0.0003
7,0.06511196044495117,0.012010480577124684,19.204396147604818,0.48112223588325825,0.005712517722564127,0.06699359830882815,0.01108934365350891,19.550941577367468,0.4526984863811069,9.367603157881132e-05,0.010784175398725051,19.672130571886747,0.45051519053953665,22.201957896351814,0.0003
8,0.06578023961286972,0.012317063476673025,19.094928204093748,0.4768703432411166,0.003863464052594756,0.06725717926466906,0.011428895640980314,19.419957328768024,0.45325280692842274,5.887846713179628e-05,0.010784175398725051,19.672130571886747,0.45051519053953665,21.554507568478584,0.0003
9,0.06510334197463959,0.012217013196049639,19.130349570250978,0.4825635969155501,0.003826984205280667,0.0684178505230833,0.012510543461475107,19.02723824024146,0.4521140869017001,8.855982464242347e-05,0.010784175398725051,19.672130571886747,0.45051519053953665,20.167523957788944,0.0003
10,0.06352741471602597,0.01174903428583963,19.29997828844754,0.4939595358224555,0.004258797653615056,0.06789087316504232,0.011356068982018365,19.447719780325016,0.4460797455575731,0.00010109023316073473,0.010784175398725051,19.672130571886747,0.45051519053953665,20.18391925096512,0.0003
11,0.061391805578534776,0.010959265350207994,19.602185576257735,0.508067840435977,0.005751351899463267,0.06648348790627939,0.010922438264996916,19.616804012988197,0.45601699087354874,0.00018410556831103923,0.010784175398725051,19.672130571886747,0.45051519053953665,20.13594015687704,0.0003
